Now we are training and validating hyperperameters: {'max_depth': 3, 'objective': 'reg:linear', 'learning_rate': 0.05, 'subsample': 1, 'min_child_weight': 1, 'n_estimators': 1000, 'silent': True}.
The result is 
     test-rmse-mean  test-rmse-std  train-rmse-mean  train-rmse-std
18         3.878699       0.060794         3.853970        0.029715
19         3.870684       0.060242         3.844730        0.029830
20         3.863747       0.059456         3.836500        0.030008
21         3.856660       0.059093         3.828773        0.030260
22         3.851636       0.059633         3.822235        0.030542
23         3.846592       0.059448         3.816471        0.030256
24         3.841787       0.059554         3.810464        0.030358
25         3.837736       0.058815         3.805777        0.030460
26         3.834048       0.059279         3.800930        0.029904
27         3.830816       0.058795         3.796850        0.030075
28         3.828667       0.058796         3.793056        0.030141
29         3.826037       0.057960         3.789439        0.030242
..              ...            ...              ...             ...
76         3.779779       0.054368         3.706125        0.029777
77         3.779719       0.054093         3.704955        0.029794
78         3.779611       0.054182         3.703913        0.029883
79         3.779517       0.054166         3.702974        0.029853
80         3.779106       0.054267         3.702141        0.029814
81         3.778867       0.054637         3.701135        0.029563
82         3.778802       0.054438         3.700015        0.029171
83         3.778699       0.054424         3.698933        0.029056
84         3.778616       0.054502         3.698141        0.028927
85         3.778458       0.054492         3.697179        0.028670
86         3.778154       0.054647         3.696096        0.028682
87         3.778139       0.054912         3.695172        0.029039
88         3.777930       0.054516         3.694253        0.029044
89         3.777741       0.054429         3.693369        0.029047
90         3.777608       0.054298         3.692288        0.029081
91         3.777228       0.054270         3.691241        0.029163
92         3.777069       0.054262         3.690200        0.029124
93         3.776605       0.054169         3.689139        0.029243
94         3.776519       0.054247         3.688366        0.029408
95         3.776477       0.054254         3.687541        0.029243
96         3.776448       0.054121         3.686811        0.029114
97         3.776181       0.053943         3.685795        0.029179
98         3.775872       0.054139         3.684885        0.028922
99         3.775678       0.054051         3.683751        0.029077
100        3.775447       0.053784         3.682956        0.029248
101        3.775148       0.053503         3.682044        0.029331
102        3.774808       0.053382         3.681241        0.029366
103        3.774467       0.053477         3.680548        0.029152
104        3.774375       0.053698         3.679731        0.029246
105        3.774260       0.053543         3.679078        0.029390

[106 rows x 4 columns]
Now we are training and validating hyperperameters: {'max_depth': 3, 'objective': 'reg:linear', 'learning_rate': 0.1, 'subsample': 0.7, 'min_child_weight': 3, 'n_estimators': 1000, 'silent': True}.
The result is 
    test-rmse-mean  test-rmse-std  train-rmse-mean  train-rmse-std
0         5.077764       0.068000         5.076479        0.032807
1         4.873199       0.068631         4.871128        0.032276
2         4.699708       0.070485         4.696853        0.031100
3         4.556022       0.070616         4.551276        0.030457
4         4.436307       0.071833         4.429920        0.029666
5         4.335187       0.070899         4.327983        0.029875
6         4.251489       0.069700         4.243064        0.030284
7         4.181716       0.069439         4.171090        0.029603
8         4.122902       0.068660         4.111180        0.029868
9         4.074843       0.067619         4.061408        0.029906
10        4.035029       0.065692         4.020184        0.029992
11        4.001407       0.065452         3.984993        0.030110
12        3.974020       0.065390         3.955641        0.030003
13        3.950404       0.064605         3.930835        0.030079
14        3.930171       0.064038         3.909578        0.029678
15        3.913418       0.063128         3.891988        0.029478
16        3.900190       0.062604         3.877098        0.029594
17        3.888235       0.062186         3.864124        0.030246
18        3.879094       0.061548         3.853573        0.029788
19        3.870779       0.060686         3.844226        0.030035
20        3.864011       0.059953         3.835922        0.030245
21        3.856579       0.059349         3.827951        0.030697
22        3.850698       0.059318         3.821571        0.030880
23        3.845579       0.059035         3.815605        0.030801
24        3.840790       0.059158         3.809496        0.030989
25        3.836909       0.058488         3.804690        0.031220
26        3.832944       0.058758         3.799716        0.030730
27        3.829701       0.058209         3.795824        0.030790
28        3.827247       0.058028         3.792257        0.030734
29        3.824595       0.057244         3.788713        0.030642
..             ...            ...              ...             ...
49        3.796727       0.053865         3.742516        0.031104
50        3.795766       0.053448         3.740520        0.031270
51        3.794531       0.053901         3.738785        0.030701
52        3.793606       0.053738         3.737153        0.031006
53        3.792723       0.054283         3.735362        0.030742
54        3.792287       0.054293         3.734118        0.030623
55        3.791420       0.054355         3.732449        0.030643
56        3.790168       0.054424         3.730762        0.030615
57        3.789132       0.054600         3.729489        0.030507
58        3.788879       0.054193         3.728265        0.030342
59        3.788418       0.054281         3.726800        0.030361
60        3.787927       0.054275         3.725470        0.030092
61        3.787436       0.054252         3.724262        0.030015
62        3.787055       0.054290         3.722943        0.030074
63        3.786147       0.053912         3.721766        0.030314
64        3.785783       0.053835         3.720538        0.030292
65        3.785112       0.054418         3.719153        0.030394
66        3.784679       0.054544         3.717924        0.030547
67        3.784048       0.054600         3.716487        0.030331
68        3.783565       0.054373         3.715356        0.030206
69        3.782813       0.054180         3.714139        0.030166
70        3.782265       0.053889         3.712937        0.030478
71        3.781830       0.053760         3.711517        0.030904
72        3.781182       0.053857         3.710489        0.030955
73        3.781169       0.054215         3.709077        0.030812
74        3.780860       0.054398         3.707912        0.030624
75        3.779998       0.055229         3.706837        0.030054
76        3.779685       0.055240         3.705707        0.030171
77        3.779488       0.055267         3.704557        0.030255
78        3.779305       0.055124         3.703735        0.030285

[79 rows x 4 columns]
Now we are training and validating hyperperameters: {'max_depth': 3, 'objective': 'reg:linear', 'learning_rate': 0.1, 'subsample': 0.7, 'min_child_weight': 5, 'n_estimators': 1000, 'silent': True}.
The result is 
    test-rmse-mean  test-rmse-std  train-rmse-mean  train-rmse-std
0         5.077764       0.068000         5.076479        0.032807
1         4.872910       0.068347         4.871141        0.032252
2         4.699450       0.070234         4.696879        0.031050
3         4.555772       0.070369         4.551299        0.030405
4         4.435858       0.071551         4.430260        0.029502
5         4.334710       0.070609         4.328387        0.029677
6         4.250960       0.069327         4.243452        0.030116
7         4.181568       0.069139         4.171638        0.029358
8         4.122898       0.068447         4.111748        0.029591
9         4.074957       0.067516         4.062022        0.029606
10        4.035142       0.065569         4.020750        0.029764
11        4.001744       0.065571         3.985675        0.029761
12        3.974421       0.065608         3.956333        0.029693
13        3.951192       0.065069         3.931866        0.029534
14        3.931053       0.064481         3.910581        0.029158
15        3.914634       0.063974         3.892810        0.029099
16        3.901360       0.063307         3.877989        0.029186
17        3.889611       0.062983         3.865181        0.029767
18        3.879801       0.061968         3.854453        0.029859
19        3.871496       0.061129         3.844984        0.030131
20        3.864804       0.060426         3.836683        0.030371
21        3.857689       0.060127         3.829030        0.030541
22        3.851899       0.060206         3.822540        0.030791
23        3.846927       0.060070         3.816612        0.030672
24        3.842591       0.060503         3.811032        0.030518
25        3.838621       0.059919         3.806087        0.030582
26        3.835307       0.059357         3.801405        0.030496
27        3.831495       0.058661         3.797140        0.030746
28        3.828772       0.059055         3.793387        0.030440
29        3.826136       0.058406         3.789761        0.030476
..             ...            ...              ...             ...
43        3.804546       0.056479         3.755639        0.030453
44        3.803504       0.055837         3.753770        0.030274
45        3.802657       0.056327         3.752251        0.030445
46        3.801702       0.056238         3.750427        0.030487
47        3.800609       0.055960         3.748392        0.030943
48        3.799196       0.055973         3.746679        0.030915
49        3.798162       0.056202         3.744938        0.030605
50        3.796876       0.055779         3.742893        0.030825
51        3.796014       0.056083         3.741305        0.030345
52        3.795568       0.055943         3.739864        0.030326
53        3.794909       0.056289         3.738009        0.030308
54        3.793976       0.055983         3.736460        0.030406
55        3.793663       0.055673         3.735117        0.030430
56        3.792139       0.055476         3.733491        0.030385
57        3.791283       0.055239         3.731857        0.030426
58        3.790777       0.055221         3.730344        0.030117
59        3.789998       0.055303         3.728919        0.029927
60        3.789077       0.055500         3.727338        0.029780
61        3.788489       0.055271         3.725998        0.029825
62        3.787969       0.055147         3.724661        0.029943
63        3.787205       0.055110         3.723448        0.030068
64        3.786778       0.054980         3.722344        0.029961
65        3.786262       0.055404         3.721054        0.030238
66        3.785810       0.055603         3.719919        0.030370
67        3.785603       0.055641         3.718813        0.030239
68        3.785017       0.055364         3.717606        0.030171
69        3.784732       0.055138         3.716316        0.030427
70        3.784074       0.054833         3.715117        0.030622
71        3.783658       0.054659         3.714123        0.030651
72        3.783245       0.054535         3.713147        0.030763

[73 rows x 4 columns]
Now we are training and validating hyperperameters: {'max_depth': 3, 'objective': 'reg:linear', 'learning_rate': 0.2, 'subsample': 1, 'min_child_weight': 1, 'n_estimators': 1000, 'silent': True}.
The result is 
    test-rmse-mean  test-rmse-std  train-rmse-mean  train-rmse-std
0         4.852074       0.068420         4.850050        0.031952
1         4.527697       0.070571         4.522153        0.031109
2         4.305736       0.070058         4.297631        0.030418
3         4.154205       0.069432         4.143902        0.030702
4         4.052305       0.066640         4.038199        0.030684
5         3.983368       0.065374         3.967001        0.030328
6         3.936038       0.062818         3.917788        0.030729
7         3.903780       0.061199         3.882942        0.031364
8         3.878920       0.060983         3.856938        0.030683
9         3.863639       0.061097         3.838492        0.031193
10        3.852735       0.059746         3.824514        0.031084
11        3.843629       0.059585         3.813696        0.031015
12        3.835295       0.058603         3.804512        0.031172
13        3.828729       0.057290         3.797283        0.032023
14        3.823430       0.058115         3.790420        0.031041
15        3.819900       0.057320         3.785236        0.030696
16        3.816069       0.056360         3.779837        0.030880
17        3.812416       0.055302         3.774683        0.031042
18        3.809042       0.055520         3.769536        0.031416
19        3.806424       0.055324         3.766101        0.031692
20        3.804171       0.054821         3.761486        0.031818
21        3.801868       0.055191         3.757618        0.031223
22        3.800082       0.055393         3.753884        0.031088
23        3.798402       0.055049         3.750266        0.030576
24        3.796331       0.054970         3.746575        0.030823
25        3.795296       0.055412         3.743339        0.031257
26        3.793489       0.055690         3.740367        0.030518
27        3.792392       0.055164         3.737622        0.030647
28        3.791140       0.054547         3.734789        0.030728
29        3.789012       0.053752         3.732084        0.030879
30        3.788646       0.053909         3.729474        0.031284
31        3.786397       0.054298         3.726552        0.030543
32        3.784779       0.054278         3.723501        0.030819
33        3.783782       0.053939         3.721704        0.030884
34        3.783205       0.054108         3.719579        0.030524
35        3.782660       0.054468         3.716856        0.031034
Now we are training and validating hyperperameters: {'max_depth': 3, 'objective': 'reg:linear', 'learning_rate': 0.2, 'subsample': 1, 'min_child_weight': 3, 'n_estimators': 1000, 'silent': True}.
The result is 
    test-rmse-mean  test-rmse-std  train-rmse-mean  train-rmse-std
0         4.852074       0.068420         4.850050        0.031952
1         4.527817       0.070596         4.522191        0.031099
2         4.305896       0.070094         4.297667        0.030407
3         4.154495       0.069504         4.143769        0.030744
4         4.052570       0.066721         4.038119        0.030709
5         3.983940       0.065562         3.967059        0.030307
6         3.936618       0.063025         3.917840        0.030711
7         3.904410       0.061432         3.882939        0.031365
8         3.879613       0.061235         3.856920        0.030690
9         3.864160       0.061247         3.838433        0.031226
10        3.853239       0.059898         3.824427        0.031131
11        3.844128       0.059741         3.813592        0.031073
12        3.836089       0.058887         3.804319        0.031268
13        3.829990       0.057785         3.797570        0.031926
14        3.824646       0.058602         3.790644        0.030968
15        3.820997       0.057784         3.785010        0.030819
16        3.817224       0.056843         3.779380        0.031103
17        3.813454       0.055723         3.774250        0.031265
18        3.810286       0.055799         3.769279        0.031686
19        3.808077       0.055765         3.765827        0.031643
20        3.805594       0.055121         3.761306        0.032100
21        3.803382       0.055743         3.757626        0.031259
22        3.802040       0.055856         3.754039        0.031012
23        3.799467       0.055513         3.750731        0.030465
24        3.797290       0.055816         3.746767        0.029846
25        3.795275       0.055252         3.742890        0.030353
26        3.793695       0.054952         3.739891        0.030318
27        3.791697       0.054710         3.736997        0.030496
28        3.790721       0.055135         3.734630        0.030409
29        3.789661       0.055334         3.732385        0.030640
30        3.789099       0.054925         3.730254        0.030539
31        3.786989       0.054335         3.728028        0.030847
32        3.786126       0.054091         3.725502        0.030829
33        3.784554       0.053811         3.722694        0.030748
34        3.784220       0.053901         3.720247        0.030802
35        3.783351       0.053314         3.717295        0.030561
Now we are training and validating hyperperameters: {'max_depth': 3, 'objective': 'reg:linear', 'learning_rate': 0.2, 'subsample': 1, 'min_child_weight': 5, 'n_estimators': 1000, 'silent': True}.
The result is 
    test-rmse-mean  test-rmse-std  train-rmse-mean  train-rmse-std
0         4.852074       0.068420         4.850050        0.031952
1         4.527591       0.070346         4.522446        0.030825
2         4.305724       0.069906         4.297933        0.030128
3         4.154382       0.069401         4.144384        0.030210
4         4.052473       0.066637         4.038685        0.030215
5         3.983437       0.065128         3.967748        0.029820
6         3.936024       0.062670         3.918548        0.030280
7         3.904463       0.061716         3.883386        0.031191
8         3.879697       0.061597         3.856989        0.030886
9         3.863649       0.060955         3.838950        0.030987
10        3.852871       0.059751         3.825122        0.030716
11        3.843078       0.059079         3.813636        0.031343
12        3.835909       0.059162         3.804039        0.031729
13        3.829852       0.058498         3.796922        0.032552
14        3.824217       0.059218         3.789705        0.031925
15        3.820625       0.058744         3.784250        0.031632
16        3.817750       0.058527         3.778992        0.031611
17        3.814350       0.057584         3.774054        0.031665
18        3.811862       0.057726         3.769363        0.031974
19        3.809837       0.058037         3.766213        0.031736
20        3.807578       0.057700         3.762593        0.031445
21        3.805401       0.057512         3.759038        0.031004
22        3.802952       0.057953         3.754897        0.030569
23        3.800990       0.057795         3.750938        0.030113
24        3.799508       0.057242         3.747761        0.030186
25        3.797842       0.057365         3.744858        0.030159
26        3.795043       0.056624         3.741348        0.029963
27        3.793853       0.056534         3.738795        0.030193
28        3.793370       0.056141         3.736121        0.030186
29        3.791103       0.055869         3.732791        0.030424
30        3.790778       0.056104         3.730246        0.030845
31        3.790053       0.055740         3.728050        0.031039
32        3.788148       0.056372         3.725347        0.030541
33        3.787434       0.055769         3.723364        0.030735
34        3.786767       0.055840         3.720951        0.030832
35        3.785894       0.056319         3.718774        0.030370
36        3.785252       0.056462         3.716883        0.030444
37        3.784602       0.056702         3.714795        0.031028
38        3.784311       0.056801         3.712340        0.030726
39        3.783616       0.056470         3.710269        0.031003
40        3.782586       0.056456         3.708625        0.031075
41        3.781971       0.056099         3.706601        0.031521
42        3.781617       0.055890         3.704994        0.031428
43        3.780934       0.056238         3.703582        0.031131
44        3.780170       0.055676         3.701515        0.031065
Now we are training and validating hyperperameters: {'max_depth': 3, 'objective': 'reg:linear', 'learning_rate': 0.2, 'subsample': 0.7, 'min_child_weight': 1, 'n_estimators': 1000, 'silent': True}.
The result is 
    test-rmse-mean  test-rmse-std  train-rmse-mean  train-rmse-std
0         4.853214       0.068631         4.850294        0.032216
1         4.527100       0.069231         4.522289        0.031852
2         4.302676       0.071149         4.295482        0.030106
3         4.153854       0.068778         4.141863        0.030270
4         4.053484       0.069114         4.038201        0.027901
5         3.984964       0.067042         3.966855        0.028808
6         3.937491       0.065039         3.918085        0.030403
7         3.903969       0.062799         3.882962        0.030184
8         3.881488       0.061841         3.857244        0.031255
9         3.866175       0.062546         3.839337        0.030263
10        3.853647       0.060358         3.824081        0.031178
11        3.844159       0.060571         3.812516        0.031104
12        3.835608       0.060110         3.802197        0.031113
13        3.829958       0.060051         3.794625        0.030687
14        3.826028       0.058762         3.787546        0.031334
15        3.821773       0.059162         3.781365        0.030899
16        3.816694       0.057927         3.775236        0.030993
17        3.814209       0.058236         3.770549        0.031393
18        3.812591       0.058418         3.766473        0.031031
19        3.809961       0.058706         3.762359        0.030766
20        3.807234       0.059336         3.757937        0.030709
21        3.805921       0.059231         3.754233        0.031177
22        3.805473       0.060428         3.750617        0.030885
23        3.802579       0.060445         3.746779        0.030736
24        3.801526       0.060436         3.743404        0.031347
25        3.799272       0.059366         3.740163        0.031850
26        3.798892       0.058890         3.736574        0.032642
27        3.797069       0.059289         3.734249        0.032445
Now we are training and validating hyperperameters: {'max_depth': 3, 'objective': 'reg:linear', 'learning_rate': 0.2, 'subsample': 0.7, 'min_child_weight': 3, 'n_estimators': 1000, 'silent': True}.
The result is 
    test-rmse-mean  test-rmse-std  train-rmse-mean  train-rmse-std
0         4.853329       0.068655         4.850231        0.032226
1         4.527524       0.068861         4.522241        0.031876
2         4.303072       0.070703         4.295528        0.030151
3         4.154278       0.068279         4.141834        0.030389
4         4.053935       0.068584         4.038136        0.028066
5         3.985467       0.066488         3.966856        0.028947
6         3.938041       0.064374         3.918158        0.030606
7         3.904440       0.062135         3.883042        0.030307
8         3.881213       0.061445         3.857408        0.031528
9         3.865864       0.062139         3.839476        0.030519
10        3.853470       0.059439         3.824648        0.030948
11        3.844653       0.058832         3.813469        0.030829
12        3.836078       0.058347         3.803196        0.030658
13        3.830504       0.058283         3.795695        0.030269
14        3.826199       0.056228         3.788809        0.031289
15        3.821965       0.055793         3.782636        0.031563
16        3.815585       0.056335         3.775515        0.030606
17        3.813206       0.056677         3.770841        0.031102
18        3.811985       0.056377         3.767104        0.031237
19        3.809678       0.055924         3.763593        0.031200
20        3.808085       0.057116         3.759475        0.030587
21        3.806380       0.056962         3.755404        0.030962
22        3.804594       0.057698         3.751787        0.031083
23        3.802272       0.057754         3.748514        0.031175
24        3.801302       0.057832         3.744833        0.031393
25        3.798159       0.057369         3.740806        0.031364
26        3.796424       0.057287         3.737938        0.031740
27        3.794724       0.056855         3.735757        0.031867
28        3.793210       0.056611         3.732485        0.031844
29        3.791856       0.056121         3.729492        0.031092
30        3.790324       0.056027         3.727029        0.031321
31        3.789112       0.056031         3.724782        0.030976
32        3.788420       0.055130         3.721765        0.031187
33        3.787230       0.055005         3.720141        0.031146
34        3.785573       0.054222         3.717575        0.031276
35        3.784504       0.053566         3.715457        0.031246
36        3.783653       0.053030         3.713268        0.030775
37        3.783051       0.052845         3.711373        0.031084
38        3.782061       0.052999         3.709496        0.031485
39        3.781019       0.052235         3.707656        0.031831
40        3.780535       0.052811         3.705546        0.031865
41        3.780172       0.052729         3.703317        0.031727
42        3.779797       0.052762         3.701952        0.031833
43        3.778944       0.052460         3.700043        0.031501
44        3.777945       0.051904         3.698029        0.031458
45        3.777299       0.051556         3.696660        0.031605
46        3.777139       0.051208         3.694977        0.031873
Now we are training and validating hyperperameters: {'max_depth': 3, 'objective': 'reg:linear', 'learning_rate': 0.2, 'subsample': 0.7, 'min_child_weight': 5, 'n_estimators': 1000, 'silent': True}.
The result is 
    test-rmse-mean  test-rmse-std  train-rmse-mean  train-rmse-std
0         4.853329       0.068655         4.850231        0.032226
1         4.527273       0.068573         4.522423        0.031693
2         4.302854       0.070456         4.295683        0.030004
3         4.154115       0.068090         4.142164        0.030172
4         4.053488       0.068148         4.038500        0.027823
5         3.985136       0.066122         3.967214        0.028717
6         3.937770       0.064061         3.918535        0.030376
7         3.904112       0.061811         3.883556        0.030013
8         3.881340       0.061604         3.857870        0.031270
9         3.865972       0.062260         3.839929        0.030279
10        3.853159       0.059669         3.825001        0.030994
11        3.844406       0.059091         3.813895        0.030832
12        3.836108       0.058792         3.803327        0.030793
13        3.830690       0.058442         3.795930        0.030316
14        3.826462       0.057047         3.789098        0.031325
15        3.820542       0.057680         3.781738        0.030958
16        3.817030       0.057831         3.776094        0.030610
17        3.814473       0.058175         3.771898        0.030666
18        3.811145       0.058829         3.767030        0.030007
19        3.808051       0.058383         3.762708        0.030359
20        3.806628       0.060056         3.758652        0.029842
21        3.804876       0.059652         3.754990        0.030272
22        3.803361       0.060307         3.751230        0.029827
23        3.801867       0.060638         3.748270        0.029852
24        3.801468       0.060806         3.745306        0.030306
25        3.798635       0.061338         3.741494        0.029952
26        3.796748       0.060620         3.738418        0.029735
27        3.795330       0.060100         3.735847        0.030137
28        3.793810       0.059494         3.733103        0.030813
29        3.792717       0.058899         3.730392        0.029926
30        3.791490       0.059060         3.728118        0.029821
31        3.789735       0.059513         3.726029        0.029186
32        3.789259       0.059567         3.723458        0.029128
33        3.787953       0.059433         3.721120        0.028716
34        3.787393       0.058746         3.718828        0.028949
35        3.786688       0.058323         3.716744        0.029284
36        3.784788       0.057134         3.713881        0.029218
37        3.784221       0.057098         3.711919        0.029045
38        3.783460       0.056532         3.710009        0.028948
39        3.782838       0.056538         3.708422        0.028422
40        3.781998       0.055739         3.706475        0.028723
41        3.781824       0.055687         3.704358        0.029102
42        3.781700       0.055555         3.702902        0.029298
43        3.780897       0.055393         3.700778        0.029461
44        3.780648       0.055336         3.698833        0.029324
45        3.780438       0.054625         3.697004        0.029324
Now we are training and validating hyperperameters: {'max_depth': 3, 'objective': 'count:poisson', 'learning_rate': 0.05, 'subsample': 1, 'min_child_weight': 1, 'n_estimators': 1000, 'silent': True}.
The result is 
     test-rmse-mean  test-rmse-std  train-rmse-mean  train-rmse-std
0          5.305931       0.067146         5.306250        0.033492
1          5.293807       0.067143         5.294127        0.033491
2          5.281290       0.067139         5.281610        0.033488
3          5.268368       0.067135         5.268689        0.033486
4          5.255032       0.067130         5.255354        0.033483
5          5.241268       0.067125         5.241591        0.033479
6          5.227068       0.067118         5.227391        0.033476
7          5.212418       0.067110         5.212742        0.033472
8          5.197308       0.067101         5.197633        0.033467
9          5.181726       0.067091         5.182052        0.033461
10         5.165661       0.067080         5.165988        0.033455
11         5.149102       0.067067         5.149430        0.033449
12         5.132037       0.067052         5.132366        0.033441
13         5.114456       0.067036         5.114786        0.033431
14         5.096348       0.067018         5.096679        0.033422
15         5.077703       0.066998         5.078034        0.033411
16         5.058510       0.066976         5.058842        0.033399
17         5.038761       0.066951         5.039092        0.033386
18         5.018444       0.066924         5.018776        0.033371
19         4.997553       0.066893         4.997885        0.033354
20         4.976096       0.066862         4.976426        0.033333
21         4.954084       0.066824         4.954407        0.033314
22         4.931486       0.066783         4.931801        0.033293
23         4.908304       0.066741         4.908609        0.033262
24         4.884530       0.066696         4.884825        0.033227
25         4.860164       0.066649         4.860448        0.033187
26         4.835220       0.066594         4.835483        0.033142
27         4.809698       0.066537         4.809941        0.033091
28         4.783704       0.066512         4.783926        0.032992
29         4.757249       0.066414         4.757450        0.032943
..              ...            ...              ...             ...
324        3.777392       0.056003         3.702411        0.030122
325        3.777227       0.055975         3.702179        0.030150
326        3.777104       0.056029         3.701875        0.030112
327        3.776987       0.055944         3.701556        0.030201
328        3.776938       0.055978         3.701298        0.030221
329        3.776767       0.056081         3.701029        0.030208
330        3.776681       0.056066         3.700807        0.030185
331        3.776602       0.056079         3.700545        0.030219
332        3.776486       0.056128         3.700249        0.030124
333        3.776430       0.056084         3.700048        0.030072
334        3.776328       0.056022         3.699762        0.030118
335        3.776135       0.055984         3.699468        0.030166
336        3.775972       0.055995         3.699027        0.030255
337        3.775890       0.055914         3.698736        0.030181
338        3.775771       0.055953         3.698440        0.030107
339        3.775725       0.055912         3.698171        0.030127
340        3.775660       0.055899         3.697939        0.030138
341        3.775562       0.055905         3.697697        0.030168
342        3.775545       0.055911         3.697462        0.030128
343        3.775503       0.055828         3.697242        0.030116
344        3.775442       0.055857         3.696988        0.030150
345        3.775358       0.055943         3.696708        0.030183
346        3.775206       0.055928         3.696363        0.030175
347        3.775065       0.055966         3.696109        0.030144
348        3.774924       0.055991         3.695693        0.030162
349        3.774833       0.055987         3.695477        0.030172
350        3.774731       0.055948         3.695220        0.030211
351        3.774646       0.055994         3.694939        0.030197
352        3.774521       0.055996         3.694669        0.030188
353        3.774432       0.055961         3.694375        0.030158

[354 rows x 4 columns]
Now we are training and validating hyperperameters: {'max_depth': 3, 'objective': 'count:poisson', 'learning_rate': 0.05, 'subsample': 1, 'min_child_weight': 3, 'n_estimators': 1000, 'silent': True}.
The result is 
     test-rmse-mean  test-rmse-std  train-rmse-mean  train-rmse-std
0          5.305931       0.067146         5.306250        0.033492
1          5.293807       0.067143         5.294127        0.033491
2          5.281290       0.067139         5.281610        0.033488
3          5.268368       0.067135         5.268689        0.033486
4          5.255032       0.067130         5.255354        0.033483
5          5.241268       0.067125         5.241591        0.033479
6          5.227068       0.067118         5.227391        0.033476
7          5.212418       0.067110         5.212742        0.033472
8          5.197308       0.067101         5.197633        0.033467
9          5.181726       0.067091         5.182052        0.033461
10         5.165661       0.067080         5.165988        0.033455
11         5.149102       0.067067         5.149430        0.033449
12         5.132037       0.067052         5.132366        0.033441
13         5.114456       0.067036         5.114786        0.033431
14         5.096348       0.067018         5.096679        0.033422
15         5.077703       0.066997         5.078034        0.033411
16         5.058509       0.066975         5.058842        0.033399
17         5.038760       0.066950         5.039092        0.033385
18         5.018442       0.066922         5.018776        0.033370
19         4.997551       0.066891         4.997885        0.033354
20         4.976093       0.066859         4.976426        0.033333
21         4.954081       0.066821         4.954407        0.033314
22         4.931482       0.066779         4.931802        0.033292
23         4.908299       0.066735         4.908609        0.033262
24         4.884526       0.066692         4.884828        0.033225
25         4.860160       0.066645         4.860450        0.033184
26         4.835216       0.066589         4.835485        0.033139
27         4.809693       0.066532         4.809943        0.033088
28         4.783700       0.066507         4.783929        0.032989
29         4.757244       0.066409         4.757453        0.032940
..              ...            ...              ...             ...
366        3.773578       0.056170         3.691004        0.030192
367        3.773513       0.056201         3.690723        0.030155
368        3.773352       0.056069         3.690413        0.030207
369        3.773297       0.056080         3.690184        0.030249
370        3.773236       0.056036         3.689939        0.030237
371        3.773163       0.055906         3.689605        0.030222
372        3.773140       0.055890         3.689429        0.030234
373        3.773112       0.055884         3.689231        0.030251
374        3.773110       0.055867         3.688980        0.030317
375        3.773037       0.055848         3.688784        0.030327
376        3.772931       0.055847         3.688537        0.030279
377        3.772889       0.055801         3.688234        0.030332
378        3.772859       0.055761         3.688007        0.030331
379        3.772751       0.055770         3.687808        0.030340
380        3.772712       0.055824         3.687596        0.030355
381        3.772630       0.055791         3.687348        0.030401
382        3.772533       0.055740         3.687055        0.030393
383        3.772470       0.055764         3.686796        0.030429
384        3.772453       0.055768         3.686599        0.030440
385        3.772426       0.055696         3.686352        0.030414
386        3.772342       0.055655         3.686136        0.030424
387        3.772207       0.055672         3.685844        0.030472
388        3.772189       0.055681         3.685651        0.030409
389        3.772147       0.055687         3.685452        0.030416
390        3.772088       0.055692         3.685254        0.030443
391        3.771935       0.055724         3.684953        0.030446
392        3.771896       0.055690         3.684716        0.030464
393        3.771856       0.055648         3.684478        0.030489
394        3.771824       0.055635         3.684265        0.030465
395        3.771754       0.055638         3.684079        0.030484

[396 rows x 4 columns]
Now we are training and validating hyperperameters: {'max_depth': 3, 'objective': 'count:poisson', 'learning_rate': 0.05, 'subsample': 1, 'min_child_weight': 5, 'n_estimators': 1000, 'silent': True}.
The result is 
     test-rmse-mean  test-rmse-std  train-rmse-mean  train-rmse-std
0          5.305931       0.067146         5.306250        0.033492
1          5.293807       0.067143         5.294127        0.033491
2          5.281290       0.067139         5.281610        0.033488
3          5.268368       0.067135         5.268689        0.033486
4          5.255032       0.067130         5.255354        0.033483
5          5.241268       0.067125         5.241591        0.033479
6          5.227068       0.067118         5.227391        0.033476
7          5.212418       0.067110         5.212742        0.033472
8          5.197308       0.067101         5.197633        0.033467
9          5.181726       0.067091         5.182052        0.033461
10         5.165661       0.067080         5.165988        0.033455
11         5.149102       0.067067         5.149430        0.033449
12         5.132037       0.067052         5.132366        0.033441
13         5.114456       0.067036         5.114786        0.033431
14         5.096348       0.067018         5.096679        0.033422
15         5.077703       0.066997         5.078034        0.033411
16         5.058509       0.066975         5.058842        0.033399
17         5.038760       0.066950         5.039092        0.033385
18         5.018442       0.066922         5.018776        0.033370
19         4.997551       0.066891         4.997885        0.033354
20         4.976093       0.066859         4.976426        0.033333
21         4.954084       0.066820         4.954409        0.033315
22         4.931486       0.066777         4.931805        0.033293
23         4.908303       0.066734         4.908612        0.033263
24         4.884530       0.066692         4.884831        0.033226
25         4.860165       0.066644         4.860453        0.033185
26         4.835220       0.066588         4.835488        0.033140
27         4.809698       0.066531         4.809946        0.033089
28         4.783705       0.066506         4.783931        0.032990
29         4.757249       0.066408         4.757456        0.032940
..              ...            ...              ...             ...
335        3.776617       0.056062         3.699387        0.030224
336        3.776427       0.056100         3.699137        0.030272
337        3.776320       0.056136         3.698813        0.030302
338        3.776209       0.056159         3.698608        0.030301
339        3.776143       0.056129         3.698346        0.030380
340        3.776017       0.055997         3.698042        0.030416
